age,income,credit_score,loan_term,loan_amount,monthly_installment,interest_rate,repayment_status
47,118405,569,48,10000,79.884,9.39,0
30,70297,635,36,14000,166.719,13.9,0
51,41156,399,60,4000,21.89,6.46,0
59,143867,367,12,10000,116.926,12.87,0
43,62633,655,12,14000,101.431,7.97,1
50,39635,602,60,8000,54.609,8.06,0
37,58395,747,36,35000,234.899,7.83,0
56,86332,413,12,7000,55.447,8.72,1
39,50753,814,24,35000,441.339,14.51,0
35,93780,693,24,24500,173.397,8.14,1
32,68936,797,36,35000,338.937,11.3,0
39,88015,823,24,35000,279.161,9.18,0
22,118805,548,12,10000,106.904,11.77,1
64,117650,548,48,10000,45.021,5.29,0
41,122565,466,48,10000,121.378,14.27,0
48,135847,755,24,50000,305.877,7.04,0
48,40560,780,24,20000,196.88,11.33,0
37,103185,824,12,50000,607.591,13.38,0
63,130831,625,36,20000,180.324,10.52,1
58,30321,646,12,8000,100.98,13.9,0
25,42102,350,36,4000,26.857,7.83,0
53,36824,629,36,8000,92.377,13.48,0
24,88693,465,36,7000,54.825,9.14,1
23,91832,426,12,7000,71.805,11.29,1
47,114610,751,12,50000,273.53,6.02,0
48,144935,799,24,50000,371.977,8.56,0
52,52140,409,24,7000,79.03,12.99,0
34,106515,364,36,10000,110.134,12.85,0
52,45874,722,48,14000,126.781,10.64,0
28,149701,385,48,10000,122.997,14.46,0
26,74774,515,60,7000,74.994,12.64,0
54,33745,352,12,4000,46.645,12.84,0
40,52491,801,60,35000,293.156,9.88,0
56,97953,611,48,14000,145.352,12.2,0
46,55331,799,12,35000,166.398,5.23,0
52,50004,813,24,35000,270.218,8.88,0
39,69454,359,24,7000,44.482,7.31,1
54,120441,439,48,10000,115.526,13.58,0
52,74054,367,48,7000,76.809,12.9,0
26,46502,791,36,20000,151.003,8.81,0
59,30316,471,24,4000,35.335,10.16,0
35,96225,841,24,35000,416.489,13.69,0
30,117116,812,36,50000,542.883,12.67,0
32,70695,764,48,35000,356.391,11.97,0
48,67744,571,60,7000,74.655,12.59,0
36,116177,353,24,10000,45.902,5.28,1
45,90454,410,48,7000,49.693,8.34,0
45,92663,630,36,14000,144.627,12.06,0
61,98516,667,48,14000,148.037,12.43,0
41,122972,516,12,10000,112.457,12.38,0
54,70872,390,24,7000,72.445,11.91,1
58,48571,454,60,4000,17.44,5.15,0
49,83699,643,36,14000,71.271,5.94,1
53,114223,732,24,35000,351.208,11.54,0
30,73458,789,60,35000,286.622,9.66,0
38,145040,740,24,50000,380.462,8.75,0
35,116142,803,48,50000,441.14,10.37,0
45,94980,412,48,7000,38.336,6.44,0
29,96256,620,24,14000,162.934,13.39,0
60,105741,573,24,10000,105.367,12.12,0
55,105088,581,24,20000,125.51,7.22,1
62,81322,530,36,7000,54.378,9.06,1
36,128481,648,24,20000,201.878,11.61,1
59,68855,575,60,7000,79.35,13.38,0
41,117787,729,48,35000,179.63,6.03,0
31,89153,462,24,7000,63.629,10.46,1
55,128000,585,60,20000,227.486,13.42,0
48,102456,750,48,50000,561.584,13.2,0
48,95552,461,36,7000,46.762,7.8,1
61,114315,548,12,10000,125.357,13.8,0
34,117150,661,12,20000,206.526,11.37,1
21,142304,450,24,10000,44.092,5.07,1
22,121200,338,36,10000,113.452,13.24,0
60,122698,322,48,10000,57.719,6.78,0
61,138314,719,36,35000,250.706,8.36,1
24,118794,537,36,10000,71.454,8.34,1
42,131142,780,60,50000,289.162,6.82,0
50,53611,333,48,7000,30.548,5.13,0
38,66555,533,48,7000,65.083,10.93,0
51,122396,385,60,10000,118.559,13.99,0
63,62043,435,24,7000,86.28,14.18,0
34,104906,371,48,10000,52.41,6.16,0
51,79135,673,36,24500,181.749,8.66,0
40,115817,412,12,10000,124.894,13.75,0
25,92836,828,36,35000,342.155,11.41,0
44,69512,599,60,14000,83.178,7.01,0
60,30662,311,12,4000,28.933,7.96,0
21,77137,571,48,7000,52.137,8.75,0
38,69529,505,36,7000,66.236,11.04,1
62,40579,823,36,20000,118.71,6.93,0
51,131647,784,60,50000,609.451,14.39,0
36,98074,341,36,7000,42.198,7.03,1
40,73701,594,24,14000,135.99,11.18,1
41,87917,608,60,14000,168.683,14.22,0
29,139761,633,60,20000,114.18,6.74,0
39,148068,330,12,10000,51.82,5.7,1
65,33804,381,60,4000,32.853,9.69,0
37,37396,399,24,4000,44.861,12.9,0
52,125346,844,24,50000,270.032,6.21,0
53,45336,785,12,20000,123.681,6.81,0
49,104551,321,60,10000,47.829,5.64,0
30,61226,305,48,7000,48.977,8.22,0
58,118056,694,36,35000,305.478,10.19,1
23,30038,742,24,20000,131.015,7.54,0
64,137548,309,24,10000,92.082,10.59,1
32,58569,383,36,7000,73.28,12.22,0
56,126316,316,12,10000,113.394,12.49,0
56,104490,777,24,50000,584.289,13.45,0
60,73108,352,24,7000,87.949,14.46,0
29,32767,726,48,14000,143.083,12.01,0
43,131443,315,36,10000,125.617,14.66,0
64,93465,781,24,35000,376.115,12.36,0
64,74178,572,60,7000,41.084,6.93,0
30,104955,423,12,10000,82.51,9.08,1
37,30962,527,24,4000,42.806,12.31,0
22,71455,645,48,14000,167.085,14.03,0
40,100506,775,36,50000,636.382,14.85,0
60,123819,353,36,10000,64.702,7.55,1
57,145380,622,60,20000,192.886,11.38,0
43,77650,783,60,35000,213.726,7.21,0
64,43051,628,36,8000,88.858,12.96,0
48,42275,345,24,4000,22.635,6.51,0
47,71830,734,36,24500,160.361,7.64,0
21,81072,344,60,7000,61.89,10.43,0
61,57826,482,36,7000,70.685,11.78,0
30,63999,584,48,14000,88.074,7.39,0
52,114864,841,48,50000,351.256,8.26,0
38,56662,714,36,24500,313.699,14.94,0
44,107843,772,24,50000,486.92,11.2,0
64,66671,805,48,35000,375.707,12.62,0
62,87332,787,24,35000,275.101,9.04,0
64,47379,353,12,4000,40.602,11.17,0
40,145369,771,24,50000,311.892,7.18,0
65,62408,492,36,7000,87.189,14.54,0
22,97492,554,36,7000,45.292,7.55,1
35,137962,827,60,50000,297.807,7.03,0
43,48760,381,36,4000,21.159,6.17,0
25,95364,810,48,35000,173.105,5.81,0
50,62649,604,24,14000,177.056,14.55,0
61,39945,635,12,8000,104.683,14.41,0
65,83412,825,48,35000,252.02,8.46,0
58,41821,468,48,4000,31.903,9.37,0
58,111059,397,12,10000,116.954,12.88,0
45,47195,728,48,14000,98.813,8.29,0
57,87719,620,36,14000,68.336,5.7,1
55,83321,821,12,35000,170.805,5.37,0
60,106922,372,48,10000,80.204,9.43,0
56,125081,678,12,35000,210.864,6.63,1
31,96216,803,60,35000,382.168,12.89,0
25,146907,502,48,10000,105.765,12.43,0
30,126343,587,24,20000,197.721,11.37,1
32,86860,812,36,35000,249.39,8.31,0
44,115245,384,12,10000,124.08,13.66,0
22,112245,645,48,20000,144.499,8.49,0
41,78909,404,36,7000,34.604,5.77,1
57,58024,468,60,7000,39.188,6.61,0
30,75215,570,12,7000,68.738,10.81,1
51,42931,786,12,20000,258.962,14.26,0
28,45915,442,60,4000,44.802,13.22,0
45,121391,685,48,35000,348.127,11.69,0
24,38990,386,24,4000,29.104,8.37,0
51,76855,673,48,24500,201.751,9.68,0
35,41170,549,24,4000,26.074,7.5,0
27,100793,578,36,10000,68.609,8.01,1
43,141210,690,36,35000,317.247,10.58,1
61,48407,783,60,20000,134.012,7.91,0
33,107025,563,36,10000,90.026,10.51,1
45,43392,690,12,14000,156.356,12.3,0
65,138186,679,48,35000,239.928,8.06,0
52,51866,314,12,7000,74.929,11.79,1
39,120470,470,36,10000,117.385,13.7,0
58,32342,440,60,4000,40.102,11.83,0
32,86024,610,60,14000,73.991,6.24,0
33,43244,355,24,4000,26.517,7.63,0
35,69179,490,24,7000,56.994,9.37,1
46,129582,432,60,10000,120.703,14.25,0
50,116105,552,60,10000,106.456,12.56,0
51,48094,509,36,4000,22.646,6.61,0
23,99875,793,48,35000,183.293,6.15,0
33,30638,414,24,4000,31.488,9.06,0
29,134247,717,24,35000,375.254,12.34,0
65,66332,695,60,24500,241.4,11.63,0
54,34778,425,36,4000,39.575,11.55,0
65,92373,692,24,24500,125.434,5.89,1
43,33412,781,36,20000,164.253,9.58,0
63,108335,316,48,10000,59.719,7.02,0
33,45350,318,12,4000,37.322,10.27,0
21,100429,720,24,35000,424.873,13.97,0
22,104336,745,12,50000,483.737,10.65,0
39,39350,745,12,20000,134.655,7.41,0
44,66863,477,60,7000,45.136,7.61,0
55,109586,319,12,10000,82.229,9.05,1
34,69086,526,24,7000,61.345,10.08,1
35,131126,519,24,10000,113.448,13.05,0
37,81456,310,24,7000,52.292,8.59,1
29,87664,785,36,35000,419.819,14.0,0
43,110729,591,36,20000,213.267,12.44,0
56,70526,849,24,35000,365.818,12.02,0
33,101445,707,12,35000,160.027,5.03,0
46,96355,357,36,7000,43.468,7.25,1
38,75287,407,12,7000,94.884,14.93,0
25,129970,318,48,10000,107.974,12.69,0
34,31567,804,36,20000,179.336,10.46,0
56,137582,345,48,10000,76.836,9.03,0
49,105582,821,12,50000,241.884,5.32,0
25,107514,355,24,10000,92.842,10.68,1
44,39802,416,36,4000,50.252,14.66,0
22,40253,749,48,20000,170.881,10.04,0
28,147349,648,24,20000,247.37,14.23,0
49,139649,446,60,10000,112.029,13.22,0
24,80994,552,36,7000,46.452,7.74,1
51,122999,759,36,50000,595.676,13.9,0
46,110491,812,48,50000,591.707,13.91,0
21,108544,537,60,10000,66.905,7.9,0
39,39651,332,12,4000,44.027,12.12,0
32,105266,764,12,50000,242.464,5.34,0
25,79996,502,48,7000,51.2,8.6,0
46,108002,822,60,50000,461.99,10.9,0
50,32618,368,48,4000,22.367,6.57,0
29,144941,689,48,35000,237.443,7.97,0
52,143025,374,12,10000,48.423,5.33,1
51,129976,398,60,10000,89.148,10.52,0
62,92974,701,60,24500,137.552,6.63,0
56,38113,315,48,4000,32.254,9.48,0
24,36806,532,24,4000,18.083,5.2,0
33,146163,424,60,10000,70.269,8.29,0
37,107485,396,60,10000,82.803,9.77,0
58,85171,398,48,7000,82.587,13.87,0
40,145772,599,36,20000,87.233,5.09,1
35,74817,448,24,7000,57.573,9.46,1
41,108938,564,24,10000,49.022,5.64,1
50,68180,635,24,14000,77.014,6.33,1
59,71806,822,12,35000,431.744,13.58,0
28,111753,388,36,10000,102.937,12.01,0
63,87315,546,12,7000,61.643,9.69,1
31,63642,473,36,7000,88.959,14.83,0
35,109136,662,12,20000,205.3,11.3,1
52,86213,843,12,35000,190.99,6.01,0
63,76628,673,60,24500,219.593,10.58,0
55,35441,380,24,4000,27.888,8.02,0
32,74236,484,12,7000,77.855,12.25,0
34,57195,817,60,35000,195.876,6.6,0
43,115458,415,24,10000,92.096,10.6,1
48,66174,444,60,7000,38.758,6.53,0
55,69809,413,12,7000,83.22,13.09,0
47,33071,418,12,4000,43.024,11.84,0
54,72511,651,36,14000,80.33,6.7,1
43,82855,830,24,35000,448.587,14.75,0
64,125948,736,12,35000,169.991,5.34,1
42,75689,455,48,7000,45.651,7.66,0
60,104007,375,24,10000,89.988,10.35,1
47,118107,795,36,50000,634.287,14.81,0
58,117413,443,24,10000,74.443,8.56,1
27,59992,756,24,35000,184.354,6.06,0
51,146414,612,36,20000,90.142,5.26,1
57,113965,849,24,50000,234.169,5.39,0
45,42347,640,12,8000,96.966,13.35,0
43,31215,389,12,4000,42.641,11.74,0
40,125944,324,48,10000,84.225,9.9,0
42,65636,734,12,24500,275.596,12.39,0
30,34915,755,48,20000,168.054,9.87,0
22,125211,518,48,10000,83.248,9.78,0
26,120525,562,24,10000,63.566,7.31,1
41,88049,519,48,7000,54.665,9.18,0
44,91995,666,36,14000,121.922,10.16,1
21,60769,416,36,7000,55.471,9.25,1
40,54223,379,48,7000,45.662,7.67,0
55,51166,321,24,7000,80.265,13.19,0
23,130210,419,24,10000,120.423,13.86,0
28,30318,646,48,8000,97.014,14.25,0
63,97898,383,24,7000,55.553,9.13,1
24,73616,657,60,14000,82.217,6.93,0
37,87777,439,24,7000,58.943,9.69,1
26,112146,569,12,10000,119.61,13.17,0
28,44604,594,36,8000,55.203,8.05,0
26,62933,793,60,35000,329.681,11.12,0
33,48584,622,36,8000,37.84,5.52,1
23,93094,381,36,7000,44.002,7.33,1
27,137599,385,60,10000,125.776,14.84,0
53,147350,554,60,10000,70.489,8.32,0
22,138676,809,36,50000,364.4,8.5,0
56,91004,685,12,24500,246.305,11.07,1
47,31457,805,12,20000,100.438,5.53,0
41,39058,321,24,4000,42.803,12.31,0
24,146913,384,60,10000,51.631,6.09,0
28,103609,494,60,10000,45.182,5.33,0
56,95222,565,60,7000,60.698,10.23,0
47,119387,713,60,35000,332.588,11.21,0
44,35071,583,60,8000,80.226,11.84,0
56,46094,578,36,4000,29.087,8.49,0
24,32006,390,24,4000,18.216,5.24,0
29,111222,589,12,20000,111.9,6.16,1
35,59065,394,60,7000,82.689,13.94,0
38,109662,446,36,10000,46.552,5.43,1
32,40798,341,12,4000,40.415,11.12,0
32,126644,541,12,10000,49.422,5.44,1
23,92811,382,24,7000,50.975,8.38,1
31,104745,618,24,20000,218.194,12.55,0
48,44926,797,36,20000,209.404,12.22,0
29,88921,591,24,14000,135.383,11.13,1
24,65474,698,36,24500,133.535,6.36,0
48,102955,360,36,10000,118.547,13.83,0
46,53835,847,12,35000,218.293,6.86,0
51,76198,337,36,7000,57.361,9.56,1
52,58891,556,60,7000,64.095,10.81,0
45,33140,483,48,4000,37.4,10.99,0
33,131367,613,24,20000,212.029,12.2,0
53,54985,368,48,7000,54.486,9.15,0
40,44268,674,24,14000,157.374,12.93,0
53,127870,389,48,10000,61.266,7.2,0
38,63143,706,24,24500,226.902,10.65,0
30,30677,314,36,4000,47.823,13.95,0
45,76859,697,60,24500,195.381,9.41,0
29,56970,711,60,24500,168.142,8.1,0
64,44322,786,24,20000,186.869,10.75,0
26,96410,642,12,14000,142.874,11.24,1
38,87188,803,60,35000,415.924,14.03,0
56,55369,775,36,35000,266.382,8.88,0
26,130126,470,36,10000,73.632,8.59,1
32,114102,318,48,10000,81.036,9.52,0
25,116292,650,36,20000,247.609,14.45,0
55,84019,554,48,7000,82.361,13.83,0
26,103182,699,24,35000,456.02,14.99,0
62,120422,497,48,10000,117.353,13.79,0
24,99088,716,60,24500,126.152,6.08,0
27,93462,336,48,7000,77.046,12.94,0
54,56951,550,48,7000,60.193,10.11,0
24,133881,471,60,10000,85.414,10.08,0
59,146257,443,24,10000,124.612,14.34,0
64,107807,536,12,10000,68.763,7.57,1
46,74488,396,12,7000,83.198,13.09,0
50,73016,311,48,7000,69.116,11.6,0
38,117055,693,36,35000,346.995,11.57,1
63,123269,323,60,10000,112.488,13.28,0
41,88781,547,36,7000,63.154,10.53,1
22,34661,366,12,4000,42.037,11.57,0
34,133313,307,36,10000,92.108,10.75,1
46,36469,389,12,4000,27.76,7.64,0
60,46686,812,48,20000,103.804,6.1,0
58,97032,513,12,7000,57.467,9.04,1
58,32736,660,24,8000,72.421,10.41,0
42,76149,510,24,7000,66.747,10.97,1
48,53822,696,12,24500,171.695,7.71,0
39,131201,662,48,20000,90.714,5.33,0
55,36238,819,60,20000,90.906,5.36,0
54,36608,599,36,8000,36.296,5.29,0
63,89592,763,12,35000,414.498,13.04,0
62,87278,619,12,14000,171.923,13.52,0
56,102583,437,24,10000,61.684,7.1,1
24,75681,781,48,35000,355.798,11.95,0
45,81679,779,60,35000,296.719,10.01,0
65,73591,593,24,14000,179.462,14.75,0
43,60243,328,36,7000,31.408,5.24,1
57,63702,563,48,7000,74.267,12.47,0
39,48153,625,36,8000,38.06,5.55,1
47,99493,549,60,7000,58.997,9.95,0
21,34692,754,36,20000,160.025,9.34,0
56,141524,529,60,10000,90.148,10.64,0
35,129607,783,36,50000,347.348,8.11,0
46,70480,350,36,7000,48.504,8.09,1
25,77343,337,36,7000,34.172,5.7,1
21,63512,712,24,24500,274.226,12.88,0
28,127961,514,48,10000,55.488,6.52,0
33,125790,753,60,50000,386.983,9.13,0
55,140956,371,12,10000,124.043,13.66,0
22,141968,753,36,50000,249.626,5.83,0
49,124609,441,36,10000,68.964,8.05,1
60,143500,648,12,20000,188.74,10.39,1
57,53799,667,36,14000,140.31,11.7,0
25,41786,452,12,4000,29.913,8.23,0
40,128754,717,48,35000,251.385,8.44,0
65,56645,459,48,7000,55.867,9.38,0
45,47991,770,48,20000,150.401,8.84,0
49,71068,367,24,7000,52.482,8.62,1
34,72384,451,24,7000,31.457,5.17,1
55,111667,321,36,10000,93.871,10.95,1
44,77890,617,24,14000,150.963,12.41,0
41,97179,576,60,7000,63.424,10.69,0
56,122598,743,48,50000,221.271,5.2,0
51,105214,487,36,10000,115.535,13.48,0
48,43758,423,12,4000,23.826,6.56,0
60,101707,664,60,20000,174.723,10.31,0
57,148732,603,60,20000,163.674,9.66,0
55,135115,677,48,35000,366.299,12.3,0
65,124301,641,48,20000,186.221,10.94,0
43,37396,486,36,4000,34.945,10.19,0
23,66553,431,48,7000,80.059,13.44,0
37,109019,717,12,35000,387.929,12.2,0
65,69001,712,48,24500,220.914,10.6,0
34,52564,338,48,7000,70.288,11.8,0
43,97326,471,48,7000,33.523,5.63,0
42,57899,845,48,35000,328.99,11.05,0
30,141753,522,24,10000,123.5,14.21,0
42,61339,792,12,35000,168.203,5.29,0
61,78959,608,36,14000,77.345,6.45,0
65,148545,597,60,20000,116.448,6.87,0
48,73983,438,12,7000,81.426,12.81,0
59,79288,699,48,24500,310.858,14.91,0
23,66155,579,24,7000,78.777,12.95,0
25,126545,315,36,10000,104.048,12.14,0
21,36886,636,12,8000,40.231,5.53,1
54,132641,847,60,50000,486.415,11.48,0
36,88493,595,24,14000,137.932,11.33,1
27,98218,722,36,24500,275.758,13.14,0
28,62090,468,12,7000,91.168,14.34,0
37,83685,692,60,24500,303.752,14.63,0
22,122049,612,36,20000,204.008,11.9,1
58,34307,365,36,4000,29.751,8.68,0
54,83940,609,48,14000,74.141,6.22,0
38,74562,311,48,7000,88.627,14.88,0
28,38194,310,36,4000,39.072,11.4,0
60,55249,551,24,7000,50.945,8.37,0
44,137580,792,60,50000,282.677,6.67,0
27,100141,382,36,10000,88.31,10.31,1
54,145641,807,24,50000,528.957,12.17,0
54,40129,521,24,4000,34.85,10.02,0
38,49873,516,48,4000,19.334,5.68,0
44,44242,692,12,14000,88.198,6.93,0
62,38765,756,24,20000,175.439,10.09,0
64,68451,536,12,7000,81.27,12.78,0
53,88209,543,48,7000,84.747,14.23,0
30,99701,771,60,35000,360.016,12.14,0
51,58484,340,12,7000,68.282,10.74,1
32,102321,830,60,50000,279.162,6.59,0
53,149355,553,36,10000,76.545,8.93,1
41,75705,580,48,14000,65.254,5.48,0
32,91622,383,48,7000,88.428,14.85,0
21,49684,476,24,4000,51.992,14.96,0
47,43412,635,60,8000,59.271,8.74,0
38,111329,445,12,10000,98.768,10.87,1
45,55969,483,60,7000,49.871,8.41,0
32,35783,359,24,4000,19.324,5.56,0
50,129369,576,60,10000,55.442,6.54,0
36,81309,342,36,7000,50.258,8.38,1
29,129198,728,24,35000,366.047,12.03,0
56,102405,613,60,20000,184.593,10.89,0
31,40207,507,36,4000,43.032,12.55,0
24,120535,806,60,50000,584.187,13.79,0
30,76685,387,24,7000,63.178,10.38,1
30,61172,470,36,7000,70.684,11.78,1
40,58621,369,36,7000,38.963,6.49,1
49,118483,766,36,50000,489.901,11.43,0
51,82717,813,12,35000,236.815,7.45,0
52,70767,376,24,7000,48.499,7.97,1
63,110358,789,24,50000,501.9,11.55,0
33,57841,696,48,24500,122.225,5.86,0
65,133255,501,12,10000,129.229,14.23,0
27,40973,560,60,4000,17.05,5.03,0
30,98615,764,36,35000,376.944,12.57,0
63,137496,740,36,50000,450.883,10.52,0
34,49256,317,24,4000,42.864,12.33,0
24,146616,495,12,10000,51.872,5.71,1
44,129932,619,12,20000,106.505,5.86,1
26,149502,739,60,35000,163.7,5.52,0
64,138588,793,48,50000,374.943,8.81,0
51,139457,826,48,50000,409.695,9.63,0
41,131961,645,12,20000,165.889,9.13,1
27,107532,478,36,10000,63.969,7.46,1
63,36652,646,24,8000,51.49,7.4,0
61,60336,413,12,7000,73.532,11.57,0
21,51203,709,36,24500,139.317,6.64,0
47,104537,489,24,10000,50.123,5.77,1
21,124022,585,12,20000,183.546,10.1,1
29,115190,481,60,10000,74.2,8.76,0
58,121767,412,36,10000,71.632,8.36,1
21,146080,595,24,20000,145.376,8.36,1
45,91624,738,60,24500,268.074,12.91,0
29,81280,605,60,14000,85.475,7.21,0
35,39068,305,60,4000,30.793,9.09,0
49,97326,695,12,24500,141.293,6.35,1
30,69950,362,12,7000,53.867,8.47,1
35,107414,323,60,10000,94.48,11.15,0
36,145958,717,48,35000,429.976,14.44,0
40,103489,438,12,10000,57.494,6.33,1
56,54835,792,36,35000,203.102,6.77,0
49,67800,462,36,7000,66.331,11.06,1
31,99557,718,48,24500,126.495,6.07,0
45,97550,302,12,7000,60.665,9.54,1
57,118541,777,36,50000,368.593,8.6,0
52,79377,315,36,7000,52.313,8.72,1
39,105113,622,60,20000,150.413,8.88,0
43,129179,811,36,50000,295.362,6.89,0
43,102457,604,60,20000,192.236,11.34,0
47,89177,459,60,7000,69.455,11.71,0
65,122317,384,60,10000,43.139,5.09,0
47,31393,528,60,4000,41.265,12.18,0
28,130255,802,24,50000,349.124,8.03,0
50,132075,526,12,10000,85.085,9.37,1
48,31014,761,60,20000,92.427,5.45,0
50,99442,518,24,7000,49.791,8.18,1
31,91632,664,60,14000,124.091,10.46,0
64,126227,397,36,10000,83.225,9.71,1
38,125398,832,48,50000,634.743,14.92,0
44,41515,605,12,8000,76.854,10.58,1
51,53074,387,48,7000,76.109,12.78,0
34,32485,711,60,14000,91.144,7.68,0
62,41506,708,60,14000,157.606,13.29,0
31,94270,378,24,7000,64.468,10.6,1
55,76585,821,48,35000,286.643,9.62,0
59,71880,666,36,14000,119.005,9.92,0
21,71097,694,24,24500,131.568,6.18,0
41,57851,306,12,7000,38.227,6.01,1
57,128569,557,36,10000,104.488,12.19,0
46,86341,693,36,24500,167.573,7.98,1
47,97446,586,12,14000,124.905,9.82,1
51,37823,762,48,20000,173.824,10.21,0
42,140481,786,24,50000,314.031,7.22,0
60,147118,790,12,50000,345.093,7.6,0
56,58152,496,60,7000,29.774,5.02,0
43,30483,456,60,4000,40.198,11.86,0
45,144848,789,36,50000,620.635,14.49,0
40,96474,512,36,7000,46.818,7.8,1
56,136927,492,48,10000,112.479,13.22,0
28,85051,512,60,7000,77.881,13.13,0
35,109093,515,48,10000,72.416,8.51,0
55,134643,826,60,50000,512.318,12.09,0
46,131795,517,36,10000,57.099,6.66,1
31,140615,551,36,10000,53.582,6.25,1
48,48455,646,60,8000,81.87,12.08,0
62,117107,598,36,20000,168.349,9.82,1
62,30751,376,12,4000,31.042,8.54,0
65,141739,458,60,10000,66.929,7.9,0
54,137176,375,12,10000,64.74,7.13,1
35,69620,399,12,7000,60.98,9.59,1
40,35527,363,36,4000,40.826,11.91,0
21,104752,738,12,35000,293.072,9.22,0
34,37265,659,48,8000,97.276,14.29,0
64,136411,622,36,20000,103.143,6.02,1
56,85192,811,36,35000,413.518,13.79,0
26,72125,691,36,24500,182.473,8.69,0
53,72254,716,24,24500,115.619,5.43,0
43,126483,372,12,10000,134.296,14.79,0
52,32631,667,60,8000,86.963,12.83,0
23,65289,797,48,35000,269.973,9.06,0
42,126241,721,24,35000,213.851,7.03,1
31,43308,692,36,14000,161.262,13.44,0
61,131072,713,12,35000,462.401,14.55,0
57,42934,685,60,14000,168.269,14.19,0
60,88375,614,12,14000,75.518,5.94,1
21,50505,330,60,7000,63.637,10.73,0
57,128065,767,60,50000,436.253,10.3,0
54,56489,367,12,7000,33.173,5.21,1
53,127437,359,36,10000,58.527,6.83,1
40,33447,700,24,14000,150.607,12.38,0
30,130599,593,36,20000,126.448,7.38,1
38,31009,503,36,4000,23.497,6.85,0
34,105639,818,36,50000,253.269,5.91,0
24,68079,806,36,35000,235.915,7.87,0
37,42373,714,36,14000,111.858,9.32,0
34,71796,730,12,24500,161.747,7.27,0
62,78748,831,60,35000,319.385,10.77,0
57,99885,800,24,35000,272.725,8.96,0
30,56206,310,60,7000,69.508,11.72,0
29,92746,769,24,35000,426.757,14.03,0
